36,2,1,0,0,0,0,1,25000,0,33.3,0
36,1,1,0,0,0,0,1,12000,0,33.3,0
60,25,1,0,0,0,1,1,100000,0,33.3,0
36,8,1,0,0,2,0,1,10000,0,33.3,0
72,5,1,0,5,1,0,1,186965,0,33.3,0
84,3,1,0,0,1,0,1,21000,0,33.3,0
61,3,1,0,0,1,0,1,50000,0,33.3,1
84,2,1,0,0,1,0,1,25000,0,33.3,0
84,1,1,0,0,1,0,1,30000,0,33.3,0
84,3,1,0,0,1,0,1,67324,0,33.3,0
48,2,2,0,0,1,0,1,35000,0,33.3,1
37,1,1,1,2,1,0,1,41273,0,33.3,1
300,2,1,0,0,0,1,1,190750,0,42.9,0
84,1,2,0,0,1,0,1,10000,0,33.3,0
84,5,1,0,0,1,0,1,25528,0,33.3,0
84,1,1,0,0,1,0,1,12627,0,33.3,0
42,1,1,0,0,1,1,1,35000,0,33.3,1
84,2,1,0,0,1,1,1,25748,0,33.3,0
84,1,1,0,0,1,0,1,44060,0,33.3,1
74,4,1,0,0,1,1,1,40000,0,33.3,1
84,40,1,0,0,1,0,1,25000,0,33.3,0
34,1,1,0,0,1,1,1,10000,0,33.3,0
84,4,1,0,0,1,0,1,49100,0,33.3,0
30,1,1,0,0,1,1,1,44600,0,33.3,1
84,1,1,0,0,1,1,1,14000,0,33.3,0
120,4,1,0,0,0,1,0,76545,0,44.4,0
84,1,2,0,0,1,0,1,10000,0,33.3,0
60,4,1,0,0,1,1,1,35000,0,33.3,0
84,27,1,0,0,1,0,1,79598,0,33.3,0
84,1,2,0,0,1,0,1,14124,0,33.3,0
30,6,1,0,0,1,1,1,100000,0,33.3,1
36,1,2,0,0,1,1,1,10000,0,33.3,0
84,5,1,0,0,1,1,1,50000,0,33.3,0
84,1,2,0,0,1,0,1,27500,0,33.3,0
84,5,2,0,0,1,0,1,221786,0,33.3,0
84,1,2,0,0,1,0,1,55285,0,33.3,0
65,3,1,0,0,1,1,1,50000,0,33.3,1
10,2,1,0,0,1,0,1,165990,0,33.3,1
84,5,1,0,0,1,0,1,135000,0,33.3,0
84,2,2,0,0,1,0,1,40000,0,33.3,0
46,11,1,0,0,1,1,1,25000,0,33.3,1
25,1,1,0,0,1,0,1,66251,0,33.3,1
84,2,2,0,0,1,0,1,33840,0,33.3,0
84,4,1,0,0,1,0,1,113000,0,33.3,0
84,1,1,0,0,1,0,1,50000,0,33.3,0
39,3,1,0,0,1,1,1,50000,0,33.3,1
5,18,2,0,18,2,0,1,80000,0,33.3,1
84,1,1,0,1,1,0,1,25200,0,33.3,0
84,1,1,0,1,2,0,1,12122,0,33.3,0
84,5,2,0,5,2,0,1,14500,0,33.3,0
84,1,1,0,1,1,1,1,10000,0,33.3,0
35,3,1,1,3,1,0,1,55790,0,33.3,1
84,23,1,0,23,1,0,1,100000,0,33.3,0
84,4,1,0,4,1,0,1,119191,0,33.3,0
84,2,1,1,2,1,1,1,75000,0,33.3,0
84,2,1,2,2,1,1,1,50000,0,33.3,0
84,2,1,0,2,1,0,1,40003,0,33.3,0
90,6,1,1,6,1,1,1,50000,0,33.3,0
84,6,1,6,6,1,1,1,50000,0,33.3,0
84,5,1,0,5,1,0,1,110908,0,33.3,0
84,1,1,2,1,1,0,1,61477,0,33.3,0
84,4,2,0,4,2,0,1,12347,0,33.3,0
84,2,1,0,2,1,1,1,50000,0,33.3,0
84,8,1,0,8,1,0,1,142477,0,33.3,0
84,2,1,0,2,1,0,1,71000,0,33.3,0
47,2,1,0,2,1,0,1,90000,0,33.3,1
39,5,1,0,5,1,0,1,90206,0,33.3,1
44,5,1,1,5,1,1,1,100000,0,33.3,1
50,5,1,0,5,1,0,1,50000,0,33.3,1
84,10,1,2,10,1,0,1,16049,0,33.3,0
108,5,1,0,5,1,1,1,75000,0,33.3,0
155,22,1,2,22,1,1,1,1825000,0,42.9,1
90,1,1,0,1,1,1,1,35000,0,33.3,0
84,3,2,0,3,2,0,1,14900,0,33.3,0
19,5,1,0,5,1,1,1,29750,0,33.3,1
84,3,1,1,3,1,0,1,44688,0,33.3,0
84,1,1,0,1,1,0,1,18561,0,33.3,0
84,1,1,0,1,1,0,1,59500,0,33.3,0
60,8,1,4,8,1,0,1,336804,0,33.3,0
26,2,2,0,2,1,0,1,51610,0,33.3,1
84,5,2,3,5,1,0,1,111974,0,33.3,0
84,5,1,1,5,1,0,1,52816,0,33.3,0
7,1,1,2,1,1,0,1,28192,0,33.3,1
84,1,1,0,1,1,0,1,31670,0,33.3,0
56,4,1,0,4,1,1,1,50000,0,33.3,1
84,3,2,0,3,1,0,1,16967,0,33.3,0
54,1,1,0,1,1,0,1,15000,0,33.3,1
84,3,1,0,3,1,0,1,89800,0,33.3,0
25,1,1,3,1,1,0,1,74850,0,33.3,1
84,5,1,1,5,1,0,1,221600,0,33.3,0
84,1,1,5,1,1,1,1,81500,0,33.3,0
55,4,2,0,4,1,0,1,10000,0,33.3,1
84,17,1,0,17,1,0,1,431000,0,33.3,0
84,3,1,0,3,1,0,1,12000,0,33.3,0
84,9,1,0,9,1,1,1,50000,0,33.3,0
84,1,2,0,1,1,0,1,10000,0,33.3,0
84,4,1,0,0,1,0,1,99700,0,33.3,0
84,1,2,0,1,1,0,1,20000,0,33.3,0
84,4,2,0,4,1,0,1,268414,0,33.3,0
84,1,1,0,1,1,0,1,32825,0,33.3,0
84,2,1,0,2,1,0,1,57404,0,33.3,0
9,3,1,0,3,1,0,1,14890,0,33.3,1
29,2,1,0,2,1,0,1,100093,0,33.3,1
48,4,1,0,4,1,1,1,50000,0,33.3,1
7,1,1,0,1,1,1,1,73300,0,33.3,1
84,1,1,0,1,1,0,1,51164,0,33.3,0
84,7,1,0,7,1,0,1,150000,0,33.3,0
22,2,1,0,2,1,0,1,95122,0,33.3,1
84,3,1,0,3,1,0,1,97500,0,33.3,0
35,4,1,1,4,1,1,1,50000,0,33.3,1
23,2,2,0,2,1,1,1,25000,0,45.9,1
60,4,1,6,4,1,1,1,75000,0,33.3,0
84,1,1,3,1,1,1,1,15000,0,33.3,0
84,1,2,0,1,2,0,1,46718,0,33.3,0
12,12,1,0,0,0,1,1,100000,0,44.4,0
35,3,1,0,3,1,0,1,30789,0,33.3,1
36,1,2,2,1,1,0,1,73867,0,33.3,1
84,7,1,0,0,0,1,0,50000,0,44.4,0
90,4,1,0,4,1,1,1,50000,0,33.3,0
41,2,1,2,2,2,1,1,49700,0,33.3,1
84,2,1,0,2,1,0,1,55818,0,33.3,0
84,2,2,0,2,1,0,1,43630,0,33.3,0
84,3,1,0,3,1,0,1,85553,0,33.3,0
240,7,1,5,0,0,1,1,396000,0,50,0
41,3,1,0,3,1,1,1,53000,0,33.3,1
84,9,2,0,0,0,1,1,100000,0,44.4,0
52,3,1,3,3,1,1,1,50000,0,33.3,1
84,1,1,0,1,1,0,1,57393,0,33.3,0
84,1,2,2,1,1,1,1,25000,0,45.9,0
84,3,2,0,3,1,0,1,19770,0,33.3,0
34,1,2,0,1,2,0,1,70135,0,33.3,1
51,2,1,1,2,1,1,1,25000,0,33.3,1
84,2,1,0,2,1,1,1,50000,0,45.9,0
84,1,1,3,1,1,0,1,43046,0,33.3,0
61,4,1,0,4,2,0,1,104024,0,33.3,1
36,3,1,0,3,1,0,1,55000,0,33.3,0
68,6,1,1,6,1,1,1,50000,0,33.3,1
84,12,1,0,12,1,0,1,136981,0,33.3,0
84,1,1,1,1,1,1,1,15000,0,33.3,0
84,10,1,10,10,1,0,1,71068,0,33.3,0
84,4,2,0,4,1,0,1,11372,0,33.3,0
31,3,1,0,3,1,1,1,35000,0,33.3,1
120,10,2,10,0,0,1,1,342000,0,50,0
24,22,1,1,22,1,1,1,50000,0,33.3,1
24,5,1,0,5,1,0,1,18872,0,33.3,1
84,2,2,0,2,1,0,1,21183,0,33.3,0
84,6,1,0,6,2,0,1,144000,0,33.3,0
84,2,2,0,2,1,0,1,10000,0,33.3,0
65,15,1,10,15,1,1,1,35000,0,33.3,1
84,1,2,1,1,1,0,1,54811,0,33.3,0
84,4,1,0,4,1,0,1,69874,0,33.3,0
300,3,1,0,3,1,1,1,558000,0,42.9,0
84,10,2,1,10,1,0,1,184000,0,33.3,0
84,1,1,0,1,1,0,1,29840,0,33.3,0
25,1,1,1,1,1,0,1,121717,0,33.3,1
240,30,1,18,12,0,1,1,597000,0,50,0
84,3,1,0,3,1,0,1,45525,0,33.3,0
300,2,1,0,0,0,1,1,180000,0,42.9,0
63,1,1,2,1,1,1,1,25000,0,33.3,1
120,15,1,0,0,0,1,1,250000,0,42.9,0
84,4,1,0,0,0,0,1,50000,0,33.3,0
84,1,1,0,0,0,0,1,50000,0,33.3,0
